SIDE,HORIZON_W,STRENGTH_DIRECTION,REVERSAL_DECILE,N,TICKERS,REVERSAL_1W_MEAN,REVERSAL_2W_MEAN,REVERSAL_3W_MEAN,MFE_PCT_MEAN,MFE_PCT_MEDIAN,MAE_PCT_MEAN,MAE_PCT_MEDIAN,SPEED_PCT_PER_WEEK_MEAN,SPEED_PCT_PER_WEEK_MEDIAN,FINAL_DIRECTIONAL_RETURN_PCT_MEAN,FINAL_DIRECTIONAL_RETURN_PCT_MEDIAN,FAVORABLE_WEEKS_MEAN,FAVORABLE_WEEKS_MEDIAN,ADVERSE_WEEKS_MEAN,ADVERSE_WEEKS_MEDIAN,PATH_EFFICIENCY_MEAN,PATH_EFFICIENCY_MEDIAN,HAS_FAVORABLE_MOVE_MEAN,HAS_FAVORABLE_MOVE_MEDIAN
SELL,5,BULL,4,2257,197,0.015069723754475215,0.059761517000931304,0.10989932982508051,4.859228300748107,3.0039238624256948,5.714653790919753,3.645723191076411,1.6291968835802813,1.0168321755593968,-0.7382729310618416,-0.646682003947241,2.39211342490031,2.0,2.601240584847142,3.0,0.4642891880027418,0.4318582890746929,0.7235268054940186,1.0
SELL,5,BULL,5,2256,198,0.018432253830295023,0.0729922563112729,0.1354753531432899,4.67788673417171,2.962663582039826,5.875376132827779,3.6932721051636253,1.6485118078898133,1.0360395257881474,-1.1011717658943223,-0.8052450727177196,2.3736702127659575,2.0,2.6210106382978724,3.0,0.471034385163878,0.443978535094887,0.7163120567375887,1.0
SELL,5,BULL,6,2257,197,0.025251389449694125,0.09447631990566042,0.17309753328420602,4.907277622677133,2.894234011008312,5.643330889293952,3.7229944048899455,1.684942800223074,1.0639375409802754,-0.8809536773754757,-0.7988074071405338,2.375719982277359,2.0,2.61674789543642,3.0,0.46771213315813537,0.438718856823473,0.7315019937970758,1.0
SELL,5,BULL,7,2256,198,0.037945158624097725,0.12779646339294423,0.22911431955490122,4.697612396693625,2.8912915623172664,5.654789043089617,3.84481222175177,1.6245329215864313,1.0773917966161557,-1.079671770410647,-0.8242401814284039,2.3430851063829787,2.0,2.6440602836879434,3.0,0.45659939169344765,0.42603157717390205,0.7322695035460993,1.0
SELL,5,BULL,8,2257,196,0.07555208098086857,0.19772924659344485,0.32109411063201615,4.777540642018552,2.9610617212868284,5.65057791329716,3.824676000995964,1.6623507522493923,1.0748597896298897,-0.892944469350598,-0.3828673382379133,2.399645547186531,2.0,2.5928223305272486,3.0,0.44662226144043055,0.4090404387031915,0.7394771821001329,1.0
SELL,5,BULL,9,2256,197,0.18304741164379457,0.3367887016503795,0.45162462416944127,4.79457348963598,3.21446289678593,5.806580872174094,3.7933001551540118,1.7465602890043206,1.1893476706531367,-1.244803745853728,-0.7013050584920855,2.341755319148936,2.0,2.6484929078014185,3.0,0.45168459777279385,0.42315342991712934,0.7442375886524822,1.0
SELL,5,BULL,10,2257,197,0.4337697398501983,0.5941219161402334,0.6424076734078705,4.620149399143073,2.754753060380588,5.833332653009041,4.223704031466236,1.6913854455083333,1.0210488227227876,-1.3584490917290089,-1.217711098250307,2.2884359769605673,2.0,2.7027027027027026,3.0,0.45898824211465533,0.4255318429398629,0.7199822773593265,1.0
SELL,8,BEAR,1,1883,195,0.015932514678463853,0.009113937831155883,0.06183740908725809,6.17411708473896,3.4561174933709027,11.388790473727653,8.744316147804243,1.7232763856851447,0.9778796817051127,-4.996013627167313,-3.8474604931002734,3.5326606479022837,4.0,4.444503451938396,4.0,0.36750695198950145,0.3219743779756612,0.7148167817312798,1.0
SELL,8,BEAR,2,1882,198,0.01763788143841293,0.024651945442984942,0.08694483749338065,6.457887304496853,4.190484646256764,10.886223804567193,7.5772663945658625,1.7611297239762154,1.085720557109738,-4.4847236466018465,-3.3184708872436963,3.618490967056323,4.0,4.361317747077577,4.0,0.36576839817425794,0.3231377885887206,0.7513283740701382,1.0
SELL,8,BEAR,3,1882,198,0.019251717097222745,0.03940007174820958,0.11260449712784115,6.260495697481535,4.173853021767865,10.728498181641623,7.876816144245346,1.7473557971213314,1.0818277153502878,-4.483266326109198,-3.0606721352380295,3.636556854410202,4.0,4.345908607863975,4.0,0.36724295123589196,0.3326256218110475,0.7502656748140276,1.0
