SIDE,HORIZON_W,TARGET_METRIC,TARGET_VARIANT,FEATURE_SET,MODEL,FOLD,TRAIN_N,TEST_N,N_FEATURES,TRAIN_END,TEST_START,TEST_END,SPEARMAN,PEARSON,R2,MAE,RMSE,BASELINE_MAE,MAE_IMPROVEMENT_PCT
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_REVERSAL,RF_V40_21,2,12088,7421,426,2023-11-03,2024-01-05,2024-12-27,0.20695346226165184,0.22447255787824336,0.0467909574508667,1.2092878818511963,1.8662430677138273,1.170297803768517,-3.3316372941251338
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_REVERSAL,RF_V40_21,3,19272,7292,426,2024-11-01,2025-01-03,2025-12-26,0.22667263798513027,0.22514254297520273,0.043167293071746826,1.5224974155426025,2.393506874904955,1.5161366131290084,-0.4195401890906592
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_REVERSAL,RF_V40_21,4,26656,3973,426,2025-10-31,2026-01-02,2026-07-03,0.25149093390109467,0.26955154220950084,0.06594181060791016,1.3999332189559937,2.0064554935161003,1.4217406364162544,1.5338534259828234
SELL,8,SPEED,CONDITIONAL,ALL,RF_V40_21,1,6499,5452,431,2023-02-03,2023-04-07,2023-12-29,0.09239725995730047,0.14836430081384402,-0.007139801979064941,1.1261775493621826,1.6114116485218237,1.1301823067723966,0.3543461427608868
SELL,8,SPEED,CONDITIONAL,ALL,RF_V40_21,2,12088,7421,431,2023-11-03,2024-01-05,2024-12-27,0.20655843409881905,0.2232408104434226,0.04627019166946411,1.2109260559082031,1.8667527973649127,1.170297803768517,-3.471616541435665
SELL,8,SPEED,CONDITIONAL,ALL,RF_V40_21,3,19272,7292,431,2024-11-01,2025-01-03,2025-12-26,0.2249923751353551,0.22062419095734886,0.040894925594329834,1.5258991718292236,2.3963473777506246,1.5161366131290084,-0.6439102265373862
SELL,8,SPEED,CONDITIONAL,ALL,RF_V40_21,4,26656,3973,431,2025-10-31,2026-01-02,2026-07-03,0.2516656148029391,0.26903154799185874,0.06539112329483032,1.3992719650268555,2.0070468021442136,1.4217406364162544,1.5803635919161112
SELL,8,SPEED,COMPLETE,TECH_PHASE,RF_V40_21,1,8124,7133,423,2023-02-03,2023-04-07,2023-12-29,-0.024316891535431404,0.03148461883805102,-0.07805216312408447,1.1913056373596191,1.6458460972286988,1.133304304817043,-5.117895722803211
SELL,8,SPEED,COMPLETE,TECH_PHASE,RF_V40_21,2,15226,9723,423,2023-11-03,2024-01-05,2024-12-27,0.12195687069693444,0.17632997690360325,0.01991337537765503,1.2403590679168701,1.8304767968281368,1.1710978551478326,-5.914212246618314
SELL,8,SPEED,COMPLETE,TECH_PHASE,RF_V40_21,3,24942,9789,423,2024-11-01,2025-01-03,2025-12-26,0.08600744242080303,0.13263606950958004,0.0053882598876953125,1.5427874326705933,2.3311531803592556,1.4572328903849285,-5.871027400641875
SELL,8,SPEED,COMPLETE,TECH_PHASE,RF_V40_21,4,34701,5158,423,2025-10-31,2026-01-02,2026-07-03,0.17547582699498676,0.21815391148386407,0.04204249382019043,1.4607354402542114,2.030808386113973,1.4463423563001745,-0.9951367248108017
SELL,8,SPEED,COMPLETE,TECH_PHASE_STRENGTH,RF_V40_21,1,8124,7133,428,2023-02-03,2023-04-07,2023-12-29,-0.027487218256768968,0.026541267399583988,-0.07873237133026123,1.1929267644882202,1.6463652688745953,1.133304304817043,-5.260940015647646
SELL,8,SPEED,COMPLETE,TECH_PHASE_STRENGTH,RF_V40_21,2,15226,9723,428,2023-11-03,2024-01-05,2024-12-27,0.11453362285769778,0.17177279411961763,0.01785874366760254,1.241836667060852,1.8323944968002077,1.1710978551478326,-6.040384379671654
SELL,8,SPEED,COMPLETE,TECH_PHASE_STRENGTH,RF_V40_21,3,24942,9789,428,2024-11-01,2025-01-03,2025-12-26,0.08955281674077868,0.13779019679366059,0.008138477802276611,1.5388442277908325,2.327927958707618,1.4572328903849285,-5.600432020467664
SELL,8,SPEED,COMPLETE,TECH_PHASE_STRENGTH,RF_V40_21,4,34701,5158,428,2025-10-31,2026-01-02,2026-07-03,0.18154866724210703,0.22383249392445148,0.045789361000061035,1.4550269842147827,2.0268329425204206,1.4463423563001745,-0.6004545104261478
SELL,8,SPEED,COMPLETE,TECH_PHASE_REVERSAL,RF_V40_21,1,8124,7133,426,2023-02-03,2023-04-07,2023-12-29,-0.02342179404108454,0.03104185785612255,-0.08045375347137451,1.1954878568649292,1.6476782908080085,1.133304304817043,-5.48692454300038
SELL,8,SPEED,COMPLETE,TECH_PHASE_REVERSAL,RF_V40_21,2,15226,9723,426,2023-11-03,2024-01-05,2024-12-27,0.12318296775584561,0.17717088260532876,0.020210683345794678,1.2412590980529785,1.830199149088286,1.1710978551478326,-5.991065784702438
SELL,8,SPEED,COMPLETE,TECH_PHASE_REVERSAL,RF_V40_21,3,24942,9789,426,2024-11-01,2025-01-03,2025-12-26,0.08681264935506429,0.13489042737515902,0.006779074668884277,1.5425547361373901,2.3295226542166936,1.4572328903849285,-5.855059017362956
SELL,8,SPEED,COMPLETE,TECH_PHASE_REVERSAL,RF_V40_21,4,34701,5158,426,2025-10-31,2026-01-02,2026-07-03,0.180316661245515,0.22313862618120692,0.04536736011505127,1.4582109451293945,2.027281185059413,1.4463423563001745,-0.8205933247768917
SELL,8,SPEED,COMPLETE,ALL,RF_V40_21,1,8124,7133,431,2023-02-03,2023-04-07,2023-12-29,-0.023883756240397267,0.028588626085835747,-0.0822674036026001,1.196397304534912,1.6490606061394308,1.133304304817043,-5.567171981055398
SELL,8,SPEED,COMPLETE,ALL,RF_V40_21,2,15226,9723,431,2023-11-03,2024-01-05,2024-12-27,0.12346054488648983,0.17453561618604793,0.019126713275909424,1.2409430742263794,1.8312112563269323,1.1710978551478326,-5.964080522522171
SELL,8,SPEED,COMPLETE,ALL,RF_V40_21,3,24942,9789,431,2024-11-01,2025-01-03,2025-12-26,0.08880909383839862,0.13248089716377096,0.005752921104431152,1.5415139198303223,2.330725734146972,1.4572328903849285,-5.783634860391524
SELL,8,SPEED,COMPLETE,ALL,RF_V40_21,4,34701,5158,431,2025-10-31,2026-01-02,2026-07-03,0.18243056478177072,0.223162148559178,0.04571497440338135,1.4563592672348022,2.02691198907508,1.4463423563001745,-0.6925684566309445
